#X,C1_BASE1->TM_Torque(abs)
#Time(sec),Torque(N-m)_Real
7.694370E-01,0.145242
7.697580E-01,0.145246
7.700790E-01,0.145251
7.704000E-01,0.144599
7.707210E-01,1.912723
7.710420E-01,0.145265
7.713630E-01,0.145270
7.716840E-01,0.144109
7.720050E-01,0.144114
7.723260E-01,0.145283
7.726470E-01,0.145288
7.729680E-01,0.144128
7.732890E-01,0.145297
7.736100E-01,0.144138
7.739310E-01,0.144143
7.742520E-01,0.145311
7.745730E-01,0.144152
7.748940E-01,0.144157
7.752150E-01,0.144162
7.755360E-01,0.144167
7.758570E-01,0.144172
7.761780E-01,0.144177
7.764990E-01,0.145343
7.768200E-01,0.145348
7.771410E-01,0.145352
7.774620E-01,0.144196
7.777830E-01,0.145361
7.781040E-01,0.144206
7.784250E-01,0.145371
7.787460E-01,0.145375
7.790670E-01,0.144221
7.793880E-01,0.144225
7.797090E-01,0.145389
7.800300E-01,0.143574
7.803510E-01,1.906121
7.806720E-01,0.145402
7.809930E-01,0.145407
7.813140E-01,0.145412
7.816350E-01,0.145416
7.819560E-01,0.145421
7.822770E-01,0.145425
7.825980E-01,0.144274
7.829190E-01,0.144278
7.832400E-01,0.145439
7.835610E-01,0.144289
7.838820E-01,0.145449
7.842030E-01,0.144298
7.845240E-01,0.144303
7.848450E-01,0.144308
7.851660E-01,0.145467
7.854870E-01,0.143657
7.858080E-01,1.902365
7.861290E-01,0.144327
7.864500E-01,0.144332
7.867710E-01,0.144337
7.870920E-01,0.145494
7.874130E-01,0.145499
7.877340E-01,0.144351
7.880550E-01,0.144356
7.883760E-01,0.145512
7.886970E-01,0.144366
7.890180E-01,0.144370
7.893390E-01,0.144375
7.896600E-01,0.144876
7.899810E-01,1.899486
7.903020E-01,0.144390
7.906230E-01,0.144395
7.909440E-01,0.145549
7.912650E-01,0.145554
7.915860E-01,0.145558
7.919070E-01,0.144414
7.922280E-01,0.144419
7.925490E-01,0.144424
7.928700E-01,0.144429
7.931910E-01,0.144434
7.935120E-01,0.144438
7.938330E-01,0.143783
7.941540E-01,1.896587
7.944750E-01,0.144453
7.947960E-01,0.144458
7.951170E-01,0.144462
7.954380E-01,0.145613
7.957590E-01,0.144472
7.960800E-01,0.145622
7.964010E-01,0.144482
7.967220E-01,0.145632
7.970430E-01,0.145636
7.973640E-01,0.144497
7.976850E-01,0.144501
7.980060E-01,0.144506
7.983270E-01,0.145654
7.986480E-01,0.144516
7.989690E-01,0.145663
7.992900E-01,0.144525
7.996110E-01,0.144530
7.999320E-01,0.145022
8.002530E-01,1.892347
8.005740E-01,0.145686
8.008950E-01,0.144549
8.012160E-01,0.144554
8.015370E-01,0.145700
8.018580E-01,0.145704
8.021790E-01,0.143909
8.025000E-01,1.890788
8.028210E-01,0.144579
8.031420E-01,0.144584
8.034630E-01,0.144588
8.037840E-01,0.144593
8.041050E-01,0.145736
8.044260E-01,0.144603
8.047470E-01,0.145745
8.050680E-01,0.144612
8.053890E-01,0.145754
8.057100E-01,0.145759
8.060310E-01,0.144627
8.063520E-01,0.144631
8.066730E-01,0.145772
8.069940E-01,0.145777
8.073150E-01,0.145782
8.076360E-01,0.144651
8.079570E-01,0.145791
8.082780E-01,0.145795
8.085990E-01,0.145800
8.089200E-01,0.144670
8.092410E-01,0.145809
8.095620E-01,0.145814
8.098830E-01,0.145818
8.102040E-01,0.144689
8.105250E-01,0.145827
8.108460E-01,0.144699
8.111670E-01,0.145836
8.114880E-01,0.145841
8.118090E-01,0.144713
8.121300E-01,0.144718
8.124510E-01,0.144723
8.127720E-01,0.145859
8.130930E-01,0.144732
8.134140E-01,0.144737
8.137350E-01,0.145872
8.140560E-01,0.145223
8.143770E-01,1.882460
8.146980E-01,0.144756
8.150190E-01,0.145890
8.153400E-01,0.144766
8.156610E-01,0.145900
8.159820E-01,0.144776
8.163030E-01,0.145909
8.166240E-01,0.144785
8.169450E-01,0.145918
8.172660E-01,0.145922
8.175870E-01,0.144800
8.179080E-01,0.144804
8.182290E-01,0.145936
8.185500E-01,0.145940
8.188710E-01,0.145945
8.191920E-01,0.145949
8.195130E-01,0.144828
8.198340E-01,0.144833
8.201550E-01,0.144838
8.204760E-01,0.145967
8.207970E-01,0.144847
8.211180E-01,0.145976
8.214390E-01,0.144857
8.217600E-01,0.144862
8.220810E-01,0.145991
8.224020E-01,0.145995
8.227230E-01,0.144876
8.230440E-01,0.146004
8.233650E-01,0.144886
8.236860E-01,0.144233
8.240070E-01,1.875674
8.243280E-01,0.144900
8.246490E-01,0.146026
8.249700E-01,0.146031
8.252910E-01,0.146035
8.256120E-01,0.144919
8.259330E-01,0.144924
8.262540E-01,0.146049
8.265750E-01,0.146053
8.268960E-01,0.146058
8.272170E-01,0.144943
8.275380E-01,0.144948
8.278590E-01,0.144952
8.281800E-01,0.146076
8.285010E-01,0.144963
8.288220E-01,0.146085
8.291430E-01,0.144972
8.294640E-01,0.146094
8.297850E-01,0.146099
8.301060E-01,0.146103
8.304270E-01,0.144991
8.307480E-01,0.144996
8.310690E-01,0.145000
8.313900E-01,0.146121
8.317110E-01,0.146125
8.320320E-01,0.146130
8.323530E-01,0.146134
8.326740E-01,0.146139
8.329950E-01,0.145029
8.333160E-01,0.146148
8.336370E-01,0.145038
8.339580E-01,0.146157
8.342790E-01,0.146161
8.346000E-01,0.145053
8.349210E-01,0.145058
8.352420E-01,0.146175
8.355630E-01,0.145067
8.358840E-01,0.145072
8.362050E-01,0.145077
8.365260E-01,0.145541
8.368470E-01,1.866557
8.371680E-01,0.146202
8.374890E-01,0.145096
8.378100E-01,0.145100
8.381310E-01,0.146215
8.384520E-01,0.146220
8.387730E-01,0.146224
8.390940E-01,0.145119
8.394150E-01,0.145124
8.397360E-01,0.146238
8.400570E-01,0.146242
8.403780E-01,0.145138
8.406990E-01,0.145143
8.410200E-01,0.145148
8.413410E-01,0.145153
8.416620E-01,0.145158
8.419830E-01,0.146269
8.423040E-01,0.146274
8.426250E-01,0.146278
8.429460E-01,0.146283
8.432670E-01,0.145181
8.435880E-01,0.145186
8.439090E-01,0.146296
8.442300E-01,0.145195
8.445510E-01,0.145200
8.448720E-01,0.145205
8.451930E-01,0.145209
8.455140E-01,0.146318
8.458350E-01,0.145219
8.461560E-01,0.145223
8.464770E-01,0.145228
8.467980E-01,0.145233
8.471190E-01,0.146340
8.474400E-01,0.145694
8.477610E-01,1.858757
8.480820E-01,0.145252
8.484030E-01,0.146359
8.487240E-01,0.146363
8.490450E-01,0.146367
8.493660E-01,0.145271
8.496870E-01,0.146376
8.500080E-01,0.145280
8.503290E-01,0.146385
8.506500E-01,0.145290
8.509710E-01,0.146394
8.512920E-01,0.146398
8.516130E-01,0.146403
8.519340E-01,0.146407
8.522550E-01,0.146412
8.525760E-01,0.146416
8.528970E-01,0.145322
8.532180E-01,0.145327
8.535390E-01,0.145332
8.538600E-01,0.145337
8.541810E-01,0.145342
8.545020E-01,0.146443
8.548230E-01,0.146448
8.551440E-01,0.146452
8.554650E-01,0.146456
8.557860E-01,0.146461
8.561070E-01,0.145370
8.564280E-01,0.145375
8.567490E-01,0.146474
8.570700E-01,0.145384
8.573910E-01,0.145389
8.577120E-01,0.146487
8.580330E-01,0.145398
8.583540E-01,0.145403
8.586750E-01,0.146500
8.589960E-01,0.145412
8.593170E-01,0.145417
8.596380E-01,0.146514
8.599590E-01,0.146518
8.602800E-01,0.146523
8.606010E-01,0.145436
8.609220E-01,0.146532
8.612430E-01,0.146536
8.615640E-01,0.145450
8.618850E-01,0.146545
8.622060E-01,0.145459
8.625270E-01,0.146554
8.628480E-01,0.145468
8.631690E-01,0.146563
8.634900E-01,0.145478
8.638110E-01,0.146571
8.641320E-01,0.146576
8.644530E-01,0.145492
8.647740E-01,0.146585
8.650950E-01,0.146589
8.654160E-01,0.146593
8.657370E-01,0.145510
8.660580E-01,0.146602
8.663790E-01,0.146606
8.667000E-01,0.146611
8.670210E-01,0.145529
8.673420E-01,0.146620
8.676630E-01,0.146625
8.679840E-01,0.145543
8.683050E-01,0.145548
8.686260E-01,0.146638
8.689470E-01,0.145557
8.692680E-01,0.145562
8.695890E-01,0.145566
8.699100E-01,0.145571
8.702310E-01,0.144921
8.705520E-01,1.842298
8.708730E-01,0.145585
8.711940E-01,0.146673
8.715150E-01,0.145594
8.718360E-01,0.146031
8.721570E-01,1.841129
8.724780E-01,0.145608
8.727990E-01,0.145613
8.731200E-01,0.145618
8.734410E-01,0.146704
8.737620E-01,0.146708
8.740830E-01,0.145632
8.744040E-01,0.145636
8.747250E-01,0.146721
8.750460E-01,0.145646
8.753670E-01,0.145650
8.756880E-01,0.146734
8.760090E-01,0.145660
8.763300E-01,0.145010
8.766510E-01,1.837862
8.769720E-01,0.146752
8.772930E-01,0.145678
8.776140E-01,0.145683
8.779350E-01,0.145687
8.782560E-01,0.146769
8.785770E-01,0.145696
8.788980E-01,0.146778
8.792190E-01,0.146782
8.795400E-01,0.146787
8.798610E-01,0.145715
8.801820E-01,0.146796
8.805030E-01,0.146150
8.808240E-01,1.834822
8.811450E-01,0.146809
8.814660E-01,0.145738
8.817870E-01,0.146817
8.821080E-01,0.145748
8.824290E-01,0.146826
8.827500E-01,0.146830
8.830710E-01,0.145761
8.833920E-01,0.146839
8.837130E-01,0.146843
8.840340E-01,0.146847
8.843550E-01,0.145780
8.846760E-01,0.145784
8.849970E-01,0.145789
8.853180E-01,0.146865
8.856390E-01,0.145798
8.859600E-01,0.145803
8.862810E-01,0.146878
8.866020E-01,0.145812
8.869230E-01,0.146887
8.872440E-01,0.146891
8.875650E-01,0.146896
8.878860E-01,0.146900
8.882070E-01,0.146904
8.885280E-01,0.145840
8.888490E-01,0.145844
8.891700E-01,0.145849
8.894910E-01,0.145854
8.898120E-01,0.146926
8.901330E-01,0.146930
8.904540E-01,0.145867
8.907750E-01,0.145872
8.910960E-01,0.145876
8.914170E-01,0.145881
8.917380E-01,0.146952
8.920590E-01,0.146956
8.923800E-01,0.146961
8.927010E-01,0.146965
8.930220E-01,0.146969
8.933430E-01,0.145909
8.936640E-01,0.145913
8.939850E-01,0.145918
8.943060E-01,0.145923
8.946270E-01,0.145927
8.949480E-01,0.146995
8.952690E-01,0.146999
8.955900E-01,0.147004
8.959110E-01,0.145945
8.962320E-01,0.145950
8.965530E-01,0.147016
8.968740E-01,0.147021
8.971950E-01,0.147025
8.975160E-01,0.145968
8.978370E-01,0.145973
8.981580E-01,0.147038
8.984790E-01,0.147042
8.988000E-01,0.145987
8.991210E-01,0.147051
8.994420E-01,0.145996
8.997630E-01,0.147060
9.000840E-01,0.147064
9.004050E-01,0.146009
9.007260E-01,0.147073
9.010470E-01,0.147077
9.013680E-01,0.146023
9.016890E-01,0.146028
9.020100E-01,0.146032
9.023310E-01,0.146037
9.026520E-01,0.146041
9.029730E-01,0.146046
9.032940E-01,0.147107
9.036150E-01,0.147111
9.039360E-01,0.147115
9.042570E-01,0.146064
9.045780E-01,0.147124
9.048990E-01,0.146073
9.052200E-01,0.146078
9.055410E-01,0.147137
9.058620E-01,0.147141
9.061830E-01,0.147145
9.065040E-01,0.146096
9.068250E-01,0.147154
9.071460E-01,0.146105
9.074670E-01,0.147162
9.077880E-01,0.147167
9.081090E-01,0.147171
9.084300E-01,0.147175
9.087510E-01,0.146127
9.090720E-01,0.147184
9.093930E-01,0.146136
9.097140E-01,0.146141
9.100350E-01,0.147196
9.103560E-01,0.146553
9.106770E-01,1.812854
9.109980E-01,0.147209
9.113190E-01,0.146163
9.116400E-01,0.147218
9.119610E-01,0.146173
9.122820E-01,0.147226
9.126030E-01,0.147231
9.129240E-01,0.147235
9.132450E-01,0.146191
9.135660E-01,0.146195
9.138870E-01,0.146200
9.142080E-01,0.147252
9.145290E-01,0.146209
9.148500E-01,0.147260
9.151710E-01,0.147264
9.154920E-01,0.147269
9.158130E-01,0.147273
9.161340E-01,0.147277
9.164550E-01,0.146235
9.167760E-01,0.146240
9.170970E-01,0.147290
9.174180E-01,0.146249
9.177390E-01,0.147298
9.180600E-01,0.145607
9.183810E-01,1.807145
9.187020E-01,0.147311
9.190230E-01,0.147315
9.193440E-01,0.147320
9.196650E-01,0.147324
9.199860E-01,0.146285
9.203070E-01,0.146290
9.206280E-01,0.146689
9.209490E-01,1.805230
9.212700E-01,0.147345
9.215910E-01,0.147349
9.219120E-01,0.147353
9.222330E-01,0.147357
9.225540E-01,0.146321
9.228750E-01,0.147366
9.231960E-01,0.146330
9.235170E-01,0.147374
9.238380E-01,0.146338
9.241590E-01,0.147382
9.244800E-01,0.147387
9.248010E-01,0.146352
9.251220E-01,0.147395
9.254430E-01,0.147399
9.257640E-01,0.147404
9.260850E-01,0.147408
9.264060E-01,0.147412
9.267270E-01,0.147416
9.270480E-01,0.147420
9.273690E-01,0.146388
9.276900E-01,0.147429
9.280110E-01,0.147433
9.283320E-01,0.146401
9.286530E-01,0.146405
9.289740E-01,0.147445
9.292950E-01,0.146414
9.296160E-01,0.146419
9.299370E-01,0.146423
9.302580E-01,0.145776
9.305790E-01,1.798041
9.309000E-01,0.147471
9.312210E-01,0.147475
9.315420E-01,0.146446
9.318630E-01,0.146450
9.321840E-01,0.146454
9.325050E-01,0.147491
9.328260E-01,0.147496
9.331470E-01,0.147500
9.334680E-01,0.146472
9.337890E-01,0.147508
9.341100E-01,0.146481
9.344310E-01,0.146485
9.347520E-01,0.147520
9.350730E-01,0.146494
9.353940E-01,0.146498
9.357150E-01,0.147533
9.360360E-01,0.147537
9.363570E-01,0.147541
9.366780E-01,0.146516
9.369990E-01,0.147549
9.373200E-01,0.146525
9.376410E-01,0.146530
9.379620E-01,0.147562
9.382830E-01,0.146538
9.386040E-01,0.147570
9.389250E-01,0.146547
9.392460E-01,0.147578
9.395670E-01,0.147583
9.398880E-01,0.147587
9.402090E-01,0.146565
9.405300E-01,0.147595
9.408510E-01,0.147599
9.411720E-01,0.146957
9.414930E-01,1.789867
9.418140E-01,0.147611
9.421350E-01,0.146591
9.424560E-01,0.146595
9.427770E-01,0.147624
9.430980E-01,0.147628
9.434190E-01,0.145958
9.437400E-01,1.788186
9.440610E-01,0.146617
9.443820E-01,0.147645
9.447030E-01,0.147649
9.450240E-01,0.147653
9.453450E-01,0.147657
9.456660E-01,0.146639
9.459870E-01,0.147665
9.463080E-01,0.146648
9.466290E-01,0.146652
9.469500E-01,0.146656
9.472710E-01,0.146661
9.475920E-01,0.146665
9.479130E-01,0.146669
9.482340E-01,0.147693
9.485550E-01,0.147698
9.488760E-01,0.147702
9.491970E-01,0.146687
9.495180E-01,0.147710
9.498390E-01,0.146695
9.501600E-01,0.147718
9.504810E-01,0.147722
9.508020E-01,0.147727
9.511230E-01,0.147731
9.514440E-01,0.146718
9.517650E-01,0.147739
9.520860E-01,0.147743
9.524070E-01,0.147747
9.527280E-01,0.147751
9.530490E-01,0.146739
9.533700E-01,0.147759
9.536910E-01,0.147763
9.540120E-01,0.147767
9.543330E-01,0.147771
9.546540E-01,0.147775
9.549750E-01,0.146765
9.552960E-01,0.147783
9.556170E-01,0.147787
9.559380E-01,0.147791
9.562590E-01,0.147795
9.565800E-01,0.147800
9.569010E-01,0.146791
9.572220E-01,0.147808
9.575430E-01,0.147812
9.578640E-01,0.147816
9.581850E-01,0.146808
9.585060E-01,0.146813
9.588270E-01,0.147828
9.591480E-01,0.146821
9.594690E-01,0.146825
9.597900E-01,0.147840
9.601110E-01,0.147844
9.604320E-01,0.146838
9.607530E-01,0.147852
9.610740E-01,0.146847
9.613950E-01,0.147860
9.617160E-01,0.147864
9.620370E-01,0.146860
9.623580E-01,0.147872
9.626790E-01,0.147876
9.630000E-01,0.147881
9.633210E-01,0.147885
9.636420E-01,0.146881
9.639630E-01,0.146886
9.642840E-01,0.146890
9.646050E-01,0.147901
9.649260E-01,0.147904
9.652470E-01,0.146903
9.655680E-01,0.147912
9.658890E-01,0.147916
9.662100E-01,0.146915
9.665310E-01,0.146920
9.668520E-01,0.146924
9.671730E-01,0.146928
9.674940E-01,0.146932
9.678150E-01,0.146937
9.681360E-01,0.146941
9.684570E-01,0.146945
9.687780E-01,0.146949
9.690990E-01,0.146953
9.694200E-01,0.147961
9.697410E-01,0.147965
9.700620E-01,0.147324
9.703830E-01,1.768052
9.707040E-01,0.147977
9.710250E-01,0.147980
9.713460E-01,0.147984
9.716670E-01,0.146339
9.719880E-01,1.766830
9.723090E-01,0.146996
9.726300E-01,0.147000
9.729510E-01,0.146356
9.732720E-01,1.765852
9.735930E-01,0.148012
9.739140E-01,0.148016
9.742350E-01,0.147021
9.745560E-01,0.148024
9.748770E-01,0.148028
9.751980E-01,0.148032
9.755190E-01,0.147392
9.758400E-01,1.763905
9.761610E-01,0.147047
9.764820E-01,0.147051
9.768030E-01,0.147408
9.771240E-01,1.762926
9.774450E-01,0.148060
9.777660E-01,0.147068
9.780870E-01,0.147072
9.784080E-01,0.147076
9.787290E-01,0.146432
9.790500E-01,1.761456
9.793710E-01,0.148083
9.796920E-01,0.148087
9.800130E-01,0.148091
9.803340E-01,0.147451
9.806550E-01,1.760230
9.809760E-01,0.147110
9.812970E-01,0.148107
9.816180E-01,0.147118
9.819390E-01,0.147122
9.822600E-01,0.147475
9.825810E-01,1.758768
9.829020E-01,0.147135
9.832230E-01,0.147139
9.835440E-01,0.147144
9.838650E-01,0.148138
9.841860E-01,0.146504
9.845070E-01,1.757295
9.848280E-01,0.147160
9.851490E-01,0.147164
9.854700E-01,0.147168
9.857910E-01,0.147173
9.861120E-01,0.148166
9.864330E-01,0.148169
9.867540E-01,0.147185
9.870750E-01,0.148177
9.873960E-01,0.147193
9.877170E-01,0.147197
9.880380E-01,0.148189
9.883590E-01,0.148193
9.886800E-01,0.148197
9.890010E-01,0.147214
9.893220E-01,0.148205
9.896430E-01,0.148209
9.899640E-01,0.148212
9.902850E-01,0.148216
9.906060E-01,0.148220
9.909270E-01,0.147239
9.912480E-01,0.147243
9.915690E-01,0.146600
9.918900E-01,1.751650
9.922110E-01,0.148239
9.925320E-01,0.147260
9.928530E-01,0.148247
9.931740E-01,0.148251
9.934950E-01,0.148255
9.938160E-01,0.147276
9.941370E-01,0.147280
9.944580E-01,0.148266
9.947790E-01,0.148270
9.951000E-01,0.147293
9.954210E-01,0.147297
9.957420E-01,0.147301
9.960630E-01,0.148286
9.963840E-01,0.148290
9.967050E-01,0.148294
9.970260E-01,0.148297
9.973470E-01,0.148301
9.976680E-01,0.147325
9.979890E-01,0.147330
9.983100E-01,0.148313
9.986310E-01,0.147338
9.989520E-01,0.148320
9.992730E-01,0.147346
9.995940E-01,0.148328
9.999150E-01,0.148332
1.000236E+00,0.147358
1.000557E+00,0.147362
1.000878E+00,0.148343
1.001199E+00,0.147370
1.001520E+00,0.148351
1.001841E+00,0.147379
1.002162E+00,0.148359
1.002483E+00,0.148363
1.002804E+00,0.147391
1.003125E+00,0.147395
1.003446E+00,0.147399
1.003767E+00,0.148378
1.004088E+00,0.147407
1.004409E+00,0.148385
1.004730E+00,0.147415
1.005051E+00,0.147419
1.005372E+00,0.148396
1.005693E+00,0.147427
1.006014E+00,0.146785
1.006335E+00,1.740565
1.006656E+00,0.148411
1.006977E+00,0.148415
1.007298E+00,0.148419
1.007619E+00,0.147451
1.007940E+00,0.147456
1.008261E+00,0.148431
1.008582E+00,0.147464
1.008903E+00,0.148438
1.009224E+00,0.148442
1.009545E+00,0.148446
1.009866E+00,0.147480
1.010187E+00,0.147484
1.010508E+00,0.148457
1.010829E+00,0.147492
1.011150E+00,0.148464
1.011471E+00,0.147500
1.011792E+00,0.147504
1.012113E+00,0.147508
1.012434E+00,0.148479
1.012755E+00,0.148483
1.013076E+00,0.147520
1.013397E+00,0.147524
1.013718E+00,0.148494
1.014039E+00,0.148498
1.014360E+00,0.148502
1.014681E+00,0.147540
1.015002E+00,0.148510
1.015323E+00,0.148513
1.015644E+00,0.148517
1.015965E+00,0.148521
1.016286E+00,0.148525
1.016607E+00,0.148528
1.016928E+00,0.148532
1.017249E+00,0.148536
1.017570E+00,0.147576
1.017891E+00,0.148543
1.018212E+00,0.148547
1.018533E+00,0.148550
1.018854E+00,0.147592
1.019175E+00,0.147595
1.019496E+00,0.148561
1.019817E+00,0.147603
1.020138E+00,0.147607
1.020459E+00,0.147611
1.020780E+00,0.148577
1.021101E+00,0.148580
1.021422E+00,0.148584
1.021743E+00,0.147627
1.022064E+00,0.147631
1.022385E+00,0.148595
1.022706E+00,0.148599
1.023027E+00,0.147643
1.023348E+00,0.148606
1.023669E+00,0.147651
1.023990E+00,0.148613
1.024311E+00,0.148617
1.024632E+00,0.147663
1.024953E+00,0.148624
1.025274E+00,0.148628
1.025595E+00,0.147674
1.025916E+00,0.147678
1.026237E+00,0.148639
1.026558E+00,0.147686
1.026879E+00,0.148646
1.027200E+00,0.148650
1.027521E+00,0.148013
1.027842E+00,1.723976
1.028163E+00,0.148661
1.028484E+00,0.148665
1.028805E+00,0.147714
1.029126E+00,0.148672
1.029447E+00,0.147722
1.029768E+00,0.148679
1.030089E+00,0.148042
1.030410E+00,1.721983
1.030731E+00,0.148690
1.031052E+00,0.148694
1.031373E+00,0.148697
1.031694E+00,0.147749
1.032015E+00,0.148705
1.032336E+00,0.147756
1.032657E+00,0.148712
1.032978E+00,0.147764
1.033299E+00,0.148719
1.033620E+00,0.148723
1.033941E+00,0.148727
1.034262E+00,0.147780
1.034583E+00,0.148093
1.034904E+00,1.718502
1.035225E+00,0.147792
1.035546E+00,0.147795
1.035867E+00,0.148107
1.036188E+00,1.717503
1.036509E+00,0.147807
1.036830E+00,0.147811
1.037151E+00,0.148763
1.037472E+00,0.147818
1.037793E+00,0.147822
1.038114E+00,0.147826
1.038435E+00,0.147830
1.038756E+00,0.147834
1.039077E+00,0.147837
1.039398E+00,0.147197
1.039719E+00,1.714757
1.040040E+00,0.147850
1.040361E+00,0.148799
1.040682E+00,0.148802
1.041003E+00,0.148806
1.041324E+00,0.147865
1.041645E+00,0.147869
1.041966E+00,0.148816
1.042287E+00,0.148820
1.042608E+00,0.147880
1.042929E+00,0.147884
1.043250E+00,0.148831
1.043571E+00,0.148834
1.043892E+00,0.148838
1.044213E+00,0.147899
1.044534E+00,0.147903
1.044855E+00,0.148848
1.045176E+00,0.147910
1.045497E+00,0.148855
1.045818E+00,0.147918
1.046139E+00,0.147921
1.046460E+00,0.148866
1.046781E+00,0.148870
1.047102E+00,0.147933
1.047423E+00,0.147937
1.047744E+00,0.148880
1.048065E+00,0.147945
1.048386E+00,0.147948
1.048707E+00,0.148891
1.049028E+00,0.147956
1.049349E+00,0.148898
1.049670E+00,0.148901
1.049991E+00,0.148905
1.050312E+00,0.148908
1.050633E+00,0.148912
1.050954E+00,0.147978
1.051275E+00,0.148919
1.051596E+00,0.148922
1.051917E+00,0.148926
1.052238E+00,0.147993
1.052559E+00,0.147997
1.052880E+00,0.148001
1.053201E+00,0.148940
1.053522E+00,0.148944
1.053843E+00,0.148012
1.054164E+00,0.148016
1.054485E+00,0.148954
1.054806E+00,0.148957
1.055127E+00,0.148961
1.055448E+00,0.148031
1.055769E+00,0.148968
1.056090E+00,0.148038
1.056411E+00,0.148042
1.056732E+00,0.148046
1.057053E+00,0.148982
1.057374E+00,0.148985
1.057695E+00,0.148988
1.058016E+00,0.147417
1.058337E+00,1.700257
1.058658E+00,0.148999
1.058979E+00,0.149002
1.059300E+00,0.148076
1.059621E+00,0.148079
1.059942E+00,0.149013
1.060263E+00,0.148087
1.060584E+00,0.149020
1.060905E+00,0.148094
1.061226E+00,0.149027
1.061547E+00,0.149030
1.061868E+00,0.149033
1.062189E+00,0.149037
1.062510E+00,0.149040
1.062831E+00,0.148116
1.063152E+00,0.148120
1.063473E+00,0.149050
1.063794E+00,0.149054
1.064115E+00,0.149057
1.064436E+00,0.149061
1.064757E+00,0.148138
1.065078E+00,0.149067
1.065399E+00,0.148145
1.065720E+00,0.149075
1.066041E+00,0.149078
1.066362E+00,0.148157
1.066683E+00,0.149085
1.067004E+00,0.148164
1.067325E+00,0.149092
1.067646E+00,0.148171
1.067967E+00,0.148175
1.068288E+00,0.149102
1.068609E+00,0.148182
1.068930E+00,0.149108
1.069251E+00,0.149112
1.069572E+00,0.149115
1.069893E+00,0.148196
1.070214E+00,0.148200
1.070535E+00,0.148204
1.070856E+00,0.149128
1.071177E+00,0.148211
1.071498E+00,0.147571
1.071819E+00,1.689712
1.072140E+00,0.149142
1.072461E+00,0.149146
1.072782E+00,0.148229
1.073103E+00,0.149152
1.073424E+00,0.148236
1.073745E+00,0.148240
1.074066E+00,0.149162
1.074387E+00,0.149166
1.074708E+00,0.148251
1.075029E+00,0.149172
1.075350E+00,0.148258
1.075671E+00,0.148261
1.075992E+00,0.149182
1.076313E+00,0.148268
1.076634E+00,0.148272
1.076955E+00,0.149192
1.077276E+00,0.149195
1.077597E+00,0.149199
1.077918E+00,0.149202
1.078239E+00,0.149205
1.078560E+00,0.148294
1.078881E+00,0.149212
1.079202E+00,0.148301
1.079523E+00,0.148580
1.079844E+00,1.683426
1.080165E+00,0.149226
1.080486E+00,0.149229
1.080807E+00,0.148319
1.081128E+00,0.148322
1.081449E+00,0.149239
1.081770E+00,0.149242
1.082091E+00,0.149245
1.082412E+00,0.148336
1.082733E+00,0.148340
1.083054E+00,0.148343
1.083375E+00,0.148347
1.083696E+00,0.149261
1.084017E+00,0.149265
1.084338E+00,0.149268
1.084659E+00,0.148361
1.084980E+00,0.149275
1.085301E+00,0.149278
1.085622E+00,0.148372
1.085943E+00,0.148375
1.086264E+00,0.149288
1.086585E+00,0.148382
1.086906E+00,0.149294
1.087227E+00,0.148389
1.087548E+00,0.149301
1.087869E+00,0.148666
1.088190E+00,1.676866
1.088511E+00,0.149310
1.088832E+00,0.149314
1.089153E+00,0.149317
1.089474E+00,0.149320
1.089795E+00,0.149323
1.090116E+00,0.148420
1.090437E+00,0.149330
1.090758E+00,0.148427
1.091079E+00,0.148431
1.091400E+00,0.148435
1.091721E+00,0.149343
1.092042E+00,0.148441
1.092363E+00,0.149349
1.092684E+00,0.148448
1.093005E+00,0.148452
1.093326E+00,0.149359
1.093647E+00,0.148459
1.093968E+00,0.148462
1.094289E+00,0.148465
1.094610E+00,0.148469
1.094931E+00,0.148472
1.095252E+00,0.149378
1.095573E+00,0.149381
1.095894E+00,0.148482
1.096215E+00,0.148749
1.096536E+00,1.670294
1.096857E+00,0.148493
1.097178E+00,0.148496
1.097499E+00,0.148499
1.097820E+00,0.149404
1.098141E+00,0.149407
1.098462E+00,0.149410
1.098783E+00,0.148514
1.099104E+00,0.149416
1.099425E+00,0.148520
1.099746E+00,0.149423
1.100067E+00,0.149426
1.100388E+00,0.149429
1.100709E+00,0.149432
1.101030E+00,0.148537
1.101351E+00,0.148541
1.101672E+00,0.147902
1.101993E+00,1.665993
1.102314E+00,0.149448
1.102635E+00,0.148554
1.102956E+00,0.149454
1.103277E+00,0.149457
1.103598E+00,0.148564
1.103919E+00,0.149463
1.104240E+00,0.149467
1.104561E+00,0.149470
1.104882E+00,0.149473
1.105203E+00,0.149476
1.105524E+00,0.149479
1.105845E+00,0.148588
1.106166E+00,0.148591
1.106487E+00,0.148595
1.106808E+00,0.149491
1.107129E+00,0.149494
1.107450E+00,0.149498
1.107771E+00,0.148608
1.108092E+00,0.148611
1.108413E+00,0.149507
1.108734E+00,0.149510
1.109055E+00,0.149513
1.109376E+00,0.149516
1.109697E+00,0.149519
1.110018E+00,0.148631
1.110339E+00,0.149525
1.110660E+00,0.148638
1.110981E+00,0.148642
1.111302E+00,0.149535
1.111623E+00,0.148900
1.111944E+00,1.658140
1.112265E+00,0.149544
1.112586E+00,0.148658
1.112907E+00,0.149550
1.113228E+00,0.148665
1.113549E+00,0.148668
